genre,artist,track,song_id
Salsa,Oscar D'León,Que Bueno Baila Usted,1R8upiSmv7U1rRv0qqvIbS
Salsa,Celia Cruz,Azúcar Negra,6KVHqj1QJNzDyeomTdUhsw
Salsa,LA INDIA,Ese Hombre,0aT7slkUrMMGqe4ZVogNdy
Salsa,Héctor Lavoe,Triste Y Vacía,4eJXH4tss0nwgHlaPqMwSc
Salsa,Celia Cruz,Bemba Colorá - Remastered 2025,1i2vjub1G4Kl0xxnIrg5od
Salsa,Tito Puente,Oye Cómo Va,73uEbChpBB29ttwVnwuNVE
Salsa,Héctor Lavoe,Mi Gente - Remastered 2023,0r8zch0A7te0NiM0yDhoXF
Salsa,Lalo Rodriguez,Tu No Sabes Querer,0Z01mDdXiSDW8XQY9d83i2
Salsa,Ismael Rivera,El Nazareno,1DJ0vIXJ2hCZi1aZ9vv32v
Salsa,Hansel Y Raul,Maria Teresa y Danilo,5D1P4P7IxymGprWdbaq8N4
Salsa,Roberto Roena Y Su Apollo Sound,Mi Desengaño,1RKBf3NxIYZXKZNzdrXg69
Salsa,Cheo Feliciano,Anacaona - Remastered 2025,15IdUJipLDBKq0jtI33oWA
Salsa,Héctor Lavoe,El Rey de la Puntualidad,77jCAPrC64AI33hvVYQyn9
Salsa,Luis Enrique,Desesperado,3NYWeHXkfrcYa4iXegFUR5
Salsa,Eddie Palmieri,Vámonos Pa'l Monte,65kCIrgNhXeufeG2WVmHId
Salsa,Celia Cruz,Usted Abusó,3FNjqlfbQ153UsLKhDIxHo
Salsa,Ismael Rivera,Dime Por Qué,2sw9MhaAR1tOLIzmMwyU4Y
Salsa,Sonora Ponceña,Fuego En El 23,5EX3Q9GWGMtvvugQFkNTUb
Salsa,Orquesta Harlow,La Cartera,1mpKcP8f2gQrInkh2FLb1N
Salsa,"Pete ""El Conde"" Rodriguez",Catalina la O - Remastered 2026,5Rhiq6p1Eddnr70X0ICMb4
Salsa,Ismael Miranda,No Me Digan Que Es Muy Tarde,5kiRyGmKOdmc2SyD3JqcSI
Salsa,Bobby Valentin,Mi Ritmo Es Bueno,5hSGXZRFbpKLbxyBXRKoye
Salsa,Sonora Ponceña,Yambeque,1FbwbKzs9Qrg9ZXaYlP164
Salsa,Chino Pons,El Flautista,5GGv0RlVG44W9iWpkSs1XR
Salsa,Ray Barretto,El Watusi,5jK21S6FXKQqjlK4vTBiMd
Salsa,Ismael Miranda,Abran Paso - Remastered 2024,6Vsk73MArJQeUoNlhRJEbv
Salsa,Fania All Stars,Quítate Tú - Live,1rijHA5veEZDV5CrGLpex6
Salsa,ChiChi Peralta,Amor Narcótico,7guVlnmdqpcFjJmwP6RSRr
Salsa,Pochy Y Su Cocoband,Salsa Con Coco,3Xy4svERcnUuFcOaBI0539
Salsa,Tito Nieves,De Mí Enamórate,2vfjmgIDCyOePakeUPFFns
Salsa,Adolescent's Orquesta,Arrepentida,4lHzRngQQA2f7dyj8vp6Lx
Salsa,Tony Vega,Ella,2b6QZ3m0WgdivzhgujLt5O
Salsa,DLG,Juliana,1Lm4aFolaeESmsGSzgpCuK
Salsa,Tito Nieves,Ya No Queda Nada - Salsa Version,0rWfWAImGqoxFCjmunuwfR
Salsa,DLG,No Morirá - No Matter What,2PsTyxNYFJ5AnjpYOUo3VN
Salsa,Rey Ruiz,Si Te Preguntan,3Bg1xF0RPxbFN4eIen8PSG
Salsa,Frankie Ruiz,Puerto Rico,4doloJKKvqdQTlId3BWMWk
Salsa,Edgar Joel,Hasta El Sol De Hoy,5WclvUYBMB0461AqVf2SNm
Salsa,Marc Anthony,Hasta Que Te Conocí,7GwIVVxHiE6uyJrYSdCNMH
Salsa,Johnny Rivera,Voy A Conquistar Tu Amor,0LA4IuLBPB7MrUVrzEnT3q
Salsa,Frankie Ruiz,Mirándote,61HBVoReWHVKEhG3xSWGCK
Salsa,Marc Anthony,Se Me Sigue Olvidando,2wHtuxkW4dFAlwGkbnwa7l
Salsa,Johnny Rivera,No Vale La Pena,72gQLpxVFT03SKPcc0qmjw
Salsa,Tony Vega,Lo Mío Es Amor,2nrgLBYAFMzkPVHPutkPqw
Salsa,Tito Rojas,Nadie es Eterno,3dIsE9NgUFNTqt2BfGZz3o
Salsa,Paquito Guzman,Cinco Noches,1USHOOAhielgv618ZQmp1U
Salsa,Víctor Manuelle,Así Es la Mujer,3K3SHVdTZDczjFgxvyDO4z
Salsa,"José Alberto ""El Canario""",Bailemos Otra Vez,75GKbV4FMTyJt5JB2sOEHa
Salsa,DLG,Todo,03T7M7m00T0WMGdS3z3WWn
Salsa,Raulin Rosendo,Lady Laura,2kzquEERgcPf5uO55ARVRR
Salsa,Marc Anthony,Llegaste A Mi,2nIZpaxsp0CKlCg8Okfatq
Salsa,Luis Enrique,Tù No Le Amas Le Temes,31fgUJf2VBazZPGseEdsbZ
Salsa,Guayacán Orquesta,Invierno en Primavera,4msCUvdqp4wpdwMWwGVguO
Salsa,Frankie Negrón,Inolvidable,6JeEtAKTZj4hz7KqxmhJpU
Salsa,Luis Enrique,Así Es la Vida,7sxCk2tplxW6yEVlguvgET
Salsa,Brenda K. Starr,Herida,6a09sAXkgnkfSW8HEDJzBf
Salsa,Orlando Collado,Llorando,3xt4LD7CTYxTA5kJSnGeI4
Salsa,Luis Enrique,Date un Chance,0mW2TeZmav4gTBzsMcy811
Salsa,"José Alberto ""El Canario""",Hoy Quiero Confesar,6RwSArRqIkevufNYbpeapz
Salsa,Los Titanes,Zodiaco,1RomkFIk4vXjvmjJaoOGc2
Salsa,David Pabon,Cara Dura,1AAx4NAWkHhvYBwXXwcpkJ
Salsa,Tito Rojas,Amigo,5Yx0DQ4C5rK9B4JmQUnyn1
Salsa,Frankie Negrón,Hoy Me He Vuelto a Enamorar,49TAVpzyEtdSQBYH71Uhed
Salsa,LA INDIA,Me Voy a Acostumbrar - Versión Salsa,1s3ynbEWHKyMj2O7Gf9FmS
Salsa,"José Alberto ""El Canario""",Discúlpeme Señora - Live,2S0vTCGcyfagQXsACaDygq
Salsa,Tito Nieves,La Salsa Vive,2CwVYhTdEkCWF1qNkkAa3M
Salsa,Tito Rojas,Usted,217OiircokozWB5frngZOs
Salsa,Frankie Negrón,Remolino,00bGrgNvhYh3zt5PC0co3K
Salsa,Gilberto Santa Rosa,No Quiero Na' Regala'o,3P8iA7lYVCxmQxjrdTb3hW
Salsa,Andy Montañez,Un Verano En Nueva York,2BNonWqC7arlCrknZPyoEN
Salsa,Luisito Ayala Y La Puerto Rican Power,Juguete De Nadie,25gKDYktpgqSQGdxwDoTsh
Salsa,Anthony Cruz,Dile A El,7v7VXdLHnTq8q4wmvSo7A9
Salsa,Moa Rivera,Cosa Extraña,18z0OksR0zYfEHA7WkADf9
Salsa,Rauw Alejandro,Tú Con Él,2eQFYGegTZaObk2kuBz83Z
Salsa,Luis Vazquez,Soy Tuyo,7HS1D1HsjTqy95jJxrBc8e
Salsa,Moa Rivera,Qué Tiene Él,1qeQl1u6v27pL5TiyUHygY
Salsa,Camilo,Una Vida Pasada,7y91nQBMhyeHWTn9wVvhKl
Salsa,Luis Fonsi,CAMBIARÉ,0DHkA97Q6SWz7uanmsCy8u
Salsa,Marc Anthony,Pa'lla Voy,05jVbjHBsX3V8OxFWlpayR
Salsa,Romeo Santos,Yo También (feat. Marc Anthony),5A9AILetvfQg3LHyX5X0pV
Salsa,Danny Ocean,SI ES AMOR,7JahThtCGJ9cdn6HWTWf9S
Salsa,Marc Anthony,Mala,2kjj1x4sXh2D9ACYNnvVMn
Salsa,Víctor Manuelle,Si Tú Me Besas,4RCzKrRP5OrB4bvINizTGf
Salsa,Mike Bahía,De Qué Manera,3HMlb6Dh9OGr3CjV6IwjEP
Salsa,Manuel Turizo,Sigueme Besando Asi,5Pe01pJteufOjmf7KZeFJB
Salsa,La Gloria Matancera,Con la Punta del Pie,4rt2zpNhFBayp948Pi6liZ
Salsa,Maluma,Felices los 4 (feat. Marc Anthony) - Salsa Version,6PNG5G1v7pU74I13KkvAIo
Salsa,Camilo,PLIS,3n09XAEgP8s2gPXmdoUe2Z
Salsa,Maluma,1+1,4IIVfcAGxVXGMbwIpj6ZXJ
Salsa,Camilo,No Se Vale,5Q1MSdJ56O9BxB6wIvjsXY
Salsa,Raulin Rosendo,Uno Se Cura,2jIeTDKCMcpyEzR3KCnIfW
Salsa,Camilo,Gordo,0KcyU1JCY5W8WGuILa8MDv
Salsa,Gilberto Santa Rosa,Cartas Sobre La Mesa,0uXqpDkoW72tss8cbja7Ew
Salsa,Miguel Enriquez,Abre Que Voy,3ihMiG7GPZdsWJcf7Tyevw
Salsa,El Micha,Suma y Resta,1j6HyQf4y1IiHFewyXnxK1
Salsa,Rawayana,Incomprendido,26PPEd7Q5tpmFLpAFmpUIl
Salsa,Luis Figueroa,Vienes,16UmAk18CfaF0nTzPwCRAA
Salsa,Lenny Tavárez,EL YATE (feat. Sergio George) - Versión Salsa,6BOuw1v7iJbOPYR9PigeJ4
Salsa,Maria Becerra,ROMÁNTICA,0sbtnge2Ao6yk4ypmTmOGb
Salsa,Mike Bahía,Cali Buenaventura,0W8UQlUt6yVuPeUvGU7OdK
Salsa,Farruko,Esta Vida - Salsa Version,3LQRYzzorWl2s57ydIM6db
Salsa,Christian Alicea,Es Un Secreto,1Wi86cXpfWulFjThqb3JcF
Salsa,Mike Bahía,El Que Ama Sufre,0FLKPJQtOzb0Xw1qKWXuzm
Salsa,Luis Figueroa,Todavía Te Espero,5N672z43ZiJfvgDwTaCxI0
Salsa,Sergio George,La Puerta,34bjkVVJ0bPS1NbeseqpVj
Salsa,Willie Colón,La Murga - Remastered 2025,5prXxiKRjuEOiCNA5miXHQ
Salsa,Carlos Vives,La Tierra del Olvido - Versión Salsa,1GyiVfgqFkIlGkN0FDnJJQ
Salsa,Pirulo y la Tribu,Loco Pero Feliz,5yGzJ9gphxtII2eoI1Qj9t
Salsa,Jonathan Moly,The Reason - Latin Version,1ON345iq5mxx518u3U4pyn
Salsa,Mike Bahía,Como Te Hago Entender,4wSBxQJhhohJeMUeqRfCX8
Salsa,La-33,La Pantera Mambo,6258We1xSV3M2oLVMwhirP
Salsa,Christian Alicea,Aroma,5kS75vYtuoUbTNRnKU8wL2
Salsa,Leoni Torres,Pasándola bien,2EIyJvl9vIM9CE5VlUVf4G
Salsa,Tito Nieves,Tuyo - Nueva Versión,3UvrGgZVxXmqtHbISGiDwz
Salsa,Grupo Niche,Cosas Bonitas,3zVf7Ssg55ioIak3B1aWSY
Salsa,Christian Alicea,Carrusel,55fdpNzyRJOTr5DnIwWHYK
Salsa,Leoni Torres,Corazón Roto,2X3Xzw2BAxjHONkpMNH8Xf
Salsa,Luis Figueroa,Más Que Un Beso,6Khxj8BjukKHwAnmRLaRUT
Salsa,Frankie Negrón,Comerte a Besos - Salsa Version,5CTj6t8M4n8ft81jN8o1S7
Salsa,N'Klabe,Pa'lante y Pa'tras - Remix,0j1Fh9m0wZbvTIl8xIlSKH
Salsa,Christian Alicea,"Hello, What's Up",11GVewr1WRV4CFJtgrL5mK
Salsa,Myke Towers,LA RONDA,6LsXU5cUoOqC2YnUCu7b5E
Salsa,Jerry Rivera,Mira - Versión Salsa,4nYuL6R1SuWAOJRwAWasct
Salsa,Jonathan Moly,"Me Enamore de Ti, y Que?",6egUo2ex5rvY4TBa5TGpMd
Salsa,Yiyo Sarante,Probablemente,1CcfK5lgUbETJBaI39p3ro
Salsa,Reykon,Mala (feat. Victor Manuelle) - Salsa Remix,6ZIzbuU1QzGpSfFdWFKKqL
Salsa,Yan Collazo,Tesoro Mío,1Rl1t74MdEZVcRHYVSdawK
Salsa,Ronald Borjas,La Noche,4719W4pIdmaH0tawsJBeNf
Salsa,Chuwi,Tikiri,3x6mcLgaZNaBGONTG2Ebb1
Salsa,Grupo Niche,Cali Pachanguero 40 Años,64H2xGPNjBtXNsTWflotcl
Salsa,Ray Barretto,Margie,468KewwnYDaGofS7CHhR3K
Salsa,Eddie Santiago,Cada Vez Otra Vez,7j3KTmge5VaTBQyHOV4gDw
Salsa,Grupo Niche,Entrega,0O2j5GTz60A3K7dMZn4WQC
Salsa,Héctor Lavoe,Un Amor De La Calle,66juz7XEijXRIMtFXYtuSi
Salsa,Lenier,Si Tu La Ves,04v1ifU5ICftn7GKzaFpl9
Salsa,Ismael Rivera,Incomprendido,3ImM4OW5DAs91JVoReV6m6
Salsa,Luis Enrique,Yo No Se Manana - Salsa Version,5jJTqI5yteOyLWoDTjiHCO
Salsa,Willie Colón,Todo Tiene Su Final,7r0ckjpJUZwOASD1VLJgS7
Salsa,"Tito ""El Bambino""",¿Por Qué Les Mientes?,5G9apJpojORVj2gwLgmSrD
Salsa,Joe Arroyo,Pa'l Bailador,4JzviwEqthvivOdrYJYRdZ
Salsa,Lenier,Como Te Pago,7we7oZsjbgE7h0kbYu1aej
Salsa,Los Bravos de Panama,Lagrimas,1xygRDEU3ZI63I3gISgAVn
Salsa,Tony Vega,Ella Es,052ZJYS3C2IrQFK5OnQGB4
Salsa,Pedro Conga,Si Supieras,6JUOHyIgRFhZumikb2u1uA
Salsa,Septeto Acarey,Eres Mi Sueño,5ZA9ItQp7DyG6pPkSsq3Bn
Salsa,Bembe Orquesta,En Peligro de Extinción,2zPUGkFAw3gCMcEqWLLWpP
Salsa,Johnny Pacheco,Quimbara,6ydEhrdfzhI29D2NBAqUY1
Salsa,Daniela Darcourt,Probablemente,2eM20Ku7jc2DVpV1EHNpra
Salsa,N'Samble,Me Vas a Extrañar,10OXEEbtNRaeiHeKHj25XB
Salsa,La-33,Soledad,3bpqoOSDwdaK003DPMvDJQ
Salsa,N'Samble,Corazón Embusteros,527sYZvnJbG8z5ScW2DAVU
Salsa,Louie Ramirez,El Títere,2lGUbTTWMw0trOSo62SRco
Salsa,Guayacán Orquesta,Mujer de Carne y Hueso,4v0lURbWw1z1e5Reisjfx5
Salsa,Rauw Alejandro,Mirando Al Cielo,36OCbZGpcEUaris4NTVivu
Salsa,Prince Royce,Adicto - Salsa Version,6LoZsbVlGfwIPhw91VYqop
Salsa,Don Omar,Sincero - Versión Salsa,5mQtZ1tv8of7sHwdOOiW6T
Salsa,Alvaro Rod,Vamos a Escapar - Salsa Version,1A474NyT5UKjqElE2JN6Km
Salsa,Víctor Manuelle,Ella Lo Que Quiere Es Salsa (feat. Voltio & Jowell y Randy),6l9iRzgakAc5U82eVbt8ow
Salsa,Yuri Buenaventura,Salsa,3Mu6kHKoDJzrbOaJGLqpkw
Salsa,Celia Cruz,La Vida Es Un Carnaval,1BwrMGGhPA6GarWIYaFrW8
Salsa,Guayacán Orquesta,"Te Amo, Te Extraño",35pb2JKM2CLld6lE65AVrZ
Salsa,Adolescent's Orquesta,Aquel Lugar,2vHNqDJe1qvt1sroQfNHSI
Salsa,Nino Segarra,Porque Te Amo,0DrNa6Ol75djsKlw67TABQ
Salsa,Oscar D'León,Detalles,4ZWksPVZdma0A5GiSCStIK
Salsa,Jerry Rivera,Cuenta Conmigo,1F1VPI3wUKEKA1DPx5Y9Fy
Salsa,Jerry Rivera,Casi un Hechizo,1ZYxQo0ZDNjye7ygHWJHle
Salsa,La Dimensión Latina,Llorarás,2naqSVQHgiaoEpxtkVOhmK
Salsa,LA INDIA,Vivir Lo Nuestro,3pbHWsFxkCnS9Bp4tAmYNi
Salsa,Frankie Ruiz,Deseándote,6eRmG7DPom2FfRNAoCmjqb
Salsa,Marc Anthony,Valió la Pena - Salsa Version,0ueJesXdxikucezsJr2ejB
Salsa,Fruko Y Sus Tesos,Cachondea,0z1jqSzPEiblIxozrI9Tto
Salsa,Grupo Niche,Una Aventura,26ucR33snMkRD6JExhoD6I
Salsa,Rey Ruiz,Amiga,4gy8TVpFHgK3GSEcgacGF1
Salsa,Edgar Joel,Hechizo De Luna,6NwmhoJjGFglESPQFaQWUy
Salsa,Tony Vega,Aparentemente,0KVP7acJXaxGx10hutXpui
Salsa,Luis Enrique,Yo No Sé Mañana,54uBpRpdpMx96JAk1OyHez
Salsa,Frankie Ruiz,Mi Libertad,5U1cEuyrUubzj5gc5T7uND
Salsa,Grupo Niche,Sin Sentimientos,4ubwzNjqHGaZZ5k06PDx1H
Salsa,Joe Arroyo,Rebelión,3v32VtMTRZbIQJUFsQpeJD
Salsa,Tito Nieves,Fabricando Fantasías - Salsa Version,5bkWgrKyNhMcriQP3CrHEA
Salsa,Maluma,La Fórmula,5Fh9fyHRnSwKLo4asG6fEX
Salsa,Lalo Rodriguez,Ven Devórame Otra Vez,5mg6sU732O35VMfCYk3lmX
Salsa,Víctor Manuelle,Por Ella,6xggO96o1OD6zNd5wjevhQ
Salsa,Celia Cruz,Quimbara,3GDna1GrUkkjZTaoysolGQ
Salsa,Willie Colón,Idilio,5iwgEFKEktjBBZV3C9TTZj
Salsa,Tony Vega,Esa Mujer,72Y6CV9Q9ORINMI0GcyOpO
Salsa,Víctor Manuelle,Tengo Ganas,5nmLj87o23HJrI7GgqXXUw
Salsa,Willie Gonzalez,Pequeñas Cosas,36T4XY4vbxmw40XMJPe3zw
Salsa,Andy Montañez,Casi Te Envidio,3lfWaQLyg71Uar9gAgFVWV
Salsa,Tommy Olivencia,Lobo Domesticado,07RVxiFKeWvBF8aKuPMaXk
Salsa,Jerry Rivera,Cara de Niño,4qsrxXxk4GCGih80VGmaAl
Salsa,Frankie Ruiz,Tú Me Vuelves Loco,2oyuJuVCq3nQdMEm6aAMRm
Salsa,Adolescent's Orquesta,Persona Ideal,0u2LbmKA70atp4J59QUnHW
Salsa,Adalberto Santiago,La Noche Mas Linda,7mpGs6DDQ2kpNZr9Pmvpo6
Salsa,Viti Ruiz,Caricias Prohibidas,6ygcsyNINY8tSvzKzHiKkJ
Salsa,Rubén Blades,Amor y Control,1oUjLEp7oCpjQlSCiwBZsF
Salsa,Los Titanes,Sobredosis,3EpEMEdNdgCBDLOtSLFAyh
Salsa,Grupo Niche,Busca Por Dentro,2uJyG7lhmZ8bFrbVVlc6AH
Salsa,Willie Gonzalez,Quiero Morir En Tu Piel,3t3jGDeU3t1ro51C3x2pPR
Salsa,David Pabon,Si Me Ves Llorar,0vMywJjFDTF7fhUxTBD3a3
Salsa,Guayacán Orquesta,"Oiga, Mire, Vea",17Sfr3T1chYPGcmM4VlhCh
Salsa,Rey Ruiz,No Me Acostumbro,4SjBGbtJz77ximBiOZcIn6
Salsa,Víctor Manuelle,He Tratado,236qXqcmitHCZ3SHoGZN8g
Salsa,Roberto Roena Y Su Apollo Sound,Como Te Hago Entender,588fZDQv1c7F3iP68Pp3My
Salsa,Rey Ruiz,Mi Media Mitad,64QyipABOzDwoUFqaEnCvU
Salsa,Víctor Manuelle,Apiádate de Mi,4ZVgDysve5dcNK6TX84t8e
Salsa,David Pabon,Aquél Viejo Motel,286NP8kXWzx2uHb5tr7TGv
Salsa,Frankie Ruiz,Desnúdate Mujer,65nL3OLuHHfEYxKkHMQ1fL
Salsa,Maelo Ruiz,Amiga,0mQRgVdhDiEsFVjJdTQBat
Salsa,Yiyo Sarante,Corazon de Acero,2fM9D3e5pyVBzqOBgMC8ap
Salsa,Willie Colón,Talento De Televisión,3fRIuTih8bzc0vtY9fHhvF
Salsa,Gilberto Santa Rosa,Conciencia,5bccusEjEtnC5cDfWXQ8rf
Salsa,Víctor Manuelle,Dile A Ella,45nyOQWvhjn9bfAoTIKCuJ
Salsa,Tito Rojas,Siempre Seré,1FcUm2UbruVWMqQxzDhRWH
Salsa,Eddie Santiago,Mia,3x4oECarDKCZxecqOYis52
Salsa,Tito Rojas,Ella se Hizo Deseo,6xcpIxu4IDH2gzAYCr6dIR
Salsa,Maelo Ruiz,Te Va a Doler,2h6WIOkTPvHSAD7vR6lMSS
Salsa,Los Kassino de Chucho Pinto,Problemas de Ciudad,7K4H5xAlzDxNMJD2LJh9Sc
Salsa,Andy Rubal,El Pilón de Amélie,2OWJIu3lHJc9Kzw629rXi3
Salsa,Víctor Manuelle,Boogaloo Supreme,3X5h9JHRn22bwysuTLVOXQ
Salsa,Maelo Ruiz,Si Volveras a Mí,1PSD7RIsoOGQPgzmV7B2f6
Salsa,Maelo Ruiz,No Más Mentiras,6kOXNBrcgZQewApwXxvh5q
Salsa,Maelo Ruiz,Este Amor,5PCYquODQL3Vf7YQPseGK7
Salsa,Maelo Ruiz,Y Me Dolió,07IaOJnlU8l0G478NBnbUA
Salsa,Antonio Rios,Nunca me Faltes,3YCcsuRdJArE4rsAG5V3sW
Salsa,Maelo Ruiz,Te Necesito Mi Amor,53eYV0Xo8fj2wTVb5GIIiK
Salsa,Maelo Ruiz,A Media Luz,4qPmRcWs74XLYjSp3xUj9M
Salsa,Maelo Ruiz,Te Amo,2sgJIMebsWkVacU2kIpiWE
Salsa,Adolescent's Orquesta,Recuerdos,1OFb5EPb3J3iJwdOekjY2d
Salsa,Sergio Vargas,Muñeco de Trapo,0k9AVNw7D4NrJleQtfQIKc
Salsa,Maelo Ruiz,Por Volver a Amarte,7KmvdgeNVT5fCPzKyo28qy
Salsa,Maelo Ruiz,La Única,2P4ZVTVytL0RK6UNl4h1sB
Salsa,Oscar D'León,Lloraras,6QJ1F9DrlsRSmKDcdVS0Oy
Salsa,ChiChi Peralta,Procura,2q9udNV9NK0BL3q9p6TLxf
Salsa,Juan Luis Guerra 4.40,Como Abeja al Panal,6td7NePiezvAs5nmTzAKI4
Salsa,Juan Luis Guerra 4.40,Carta de Amor,0SVmraNFl0Kmt4PO0KrFNk
Salsa,Jonathan Moly,Luna De Queso,6RZfZgF9YdezFWLWxs4j6I
Salsa,Jonathan Moly,Piensa en Mi,1JSByHfH1cJK4C10EYC5ke
Salsa,Tito Nieves,Más Que Tu Amigo,3kiUwC7AzDzGNYzy27QIhN
Salsa,N'Klabe,Se Parece a Ella,2VzHYhobqppIIqAECaApJ4
Salsa,Marc Anthony,Nadie Como Ella,17tppWCu7W5E2lozGQFJeE
Salsa,David Pabon,Como Lo Haces Conmigo,37So22PvbOyE557EAPkann
Salsa,Chiquito Team Band,Que Rico La Ponen,42abbagRB04336sXDlbXLn
Salsa,Chiquito Team Band,Los Creadores Del Sonido,6FmsDR8urf5EqiCZbkWXgS
Salsa,David Kada,Me Sobrabas Tu,7bIMaOoXUq459jIK0kWq4q
Salsa,Víctor Manuelle,Víctimas las Dos,455JfVvyPOZpoeX99X6ZGH
Salsa,Joe Arroyo,Ella Y Tu,6rSzWglibJ6Tm3502ue0EJ
Salsa,Marc Anthony,Si Te Vas,6gP2ecGSf52TexVx9TXFYg
Salsa,Marc Anthony,Contra La Corriente,22GxtWFeORJZaptz26pxet
Salsa,Son By Four,A Puro Dolor,2NRbw7X5hCsJSlPn69vmvG
Salsa,Marc Anthony,Si Fuera Fácil,6MP7omyS2mGSZh6DsJwtiw
Salsa,Maelo Ruiz,No Soy Nada Sin Ti,5rXSH28OSjQYYGX55yQCUk
Salsa,Maelo Ruiz,No Entiendo,1yLh26fWrqrUUsk9b7kxNq
Salsa,Maelo Ruiz,No Te He Robado Nada,2oQoCHS2y1OsiPj3JsAaZ0
Salsa,Maelo Ruiz,Sencilla y Bella,7zHO7mYPj7uhcVOVkoSVYZ
Salsa,Maelo Ruiz,Enfermo de Amor,3ibSe661qvYkiBmdW6PGK6
Salsa,Maelo Ruiz,Amar Nunca Mas Lo Jure,233vVftSj8q1TP7vkpG0yV
Salsa,Maelo Ruiz,Como Perro y Gato,0oW8phNSucZGljR0QXGcUs
Salsa,Maelo Ruiz,A Mi No Me da Igual,4StGCAMReObDpyQRz1XYYk
Salsa,Maelo Ruiz,Es Mucho Mas,1wdOLICRdUARfGS0yL61me
Salsa,Maelo Ruiz,Quién Te Enamoró,7rWVYPBilZQoKDZGqpUb8g
Salsa,Maelo Ruiz,Te Propongo,02DucgHxquVUYKFkhbfgHA
Salsa,Maelo Ruiz,Se Que Llorarás,7o8uqUAT8jIm9fbI5KLXkA
Salsa,Maelo Ruiz,Cada Latido de Mi Corazón,46ovCRJh6AO1MX80Ygfyse
Salsa,Maelo Ruiz,Donde Esta Tu Amor,7hXyKHQIqkZTjv0ffeFH2B
Salsa,Maelo Ruiz,Injusta Relación,247vIMCCuO9okr10XIvQwc
Salsa,Luisito Ayala Y La Puerto Rican Power,A Donde Iras,6BWPT5ku80skdgRnBuMJ28
Salsa,LA INDIA,Nunca Voy A Olvidarte,4uDRJLRjfWhuH3ny3sodh7
Salsa,Guayacán Orquesta,Carro de Fuego,0smZHOHWq1EZeh8T1oDTsZ
Salsa,Adolescent's Orquesta,Anhelo,4HIeIbJeQMUurTM57KVQU7
Salsa,Adolescent's Orquesta,Virgen,1HWbpfmzt1YplLceHgirCv
Salsa,Grupo Niche,Gotas de Lluvia,5R43U2P8fQ06f7u68WlZT3
Salsa,Víctor Manuelle,Mala y Peligrosa (feat. Bad Bunny),0afpbPmRHldjP59YRslQz9
Salsa,Eddie Santiago,Tú Me Haces Falta,1JQz2S1DRn1myrnSJTbkEY
Salsa,Marc Anthony,Ahora Quien - Salsa Version,5A32KQZznC2HSqr9qzTl2N
Salsa,Frankie Ruiz,Tú Con El,6sRQjwLPdzADXhgZeKy6PQ
Salsa,Lirow,Quiéreme Tal Como Soy,1GfWZOqa0uvV9O9FqtOfIC
Bachata,Romeo Santos,Propuesta Indecente,5PycBIeabfvX3n9ILG7Vrv
Bachata,Romeo Santos,Lokita Por Mí,2aG4AXf3TUtlmk4s9BLYDi
Bachata,Rauw Alejandro,SILENCIO,4q8bfTmtDfgLGmDc5IuoIQ
Bachata,Rauw Alejandro,Khé?,1YYfyJ2yCvGFCxwjsIqEK9
Bachata,Romeo Santos,Dardos,5SudOD9R1Of6CsJVWZy6CQ
Bachata,ROSALÍA,LA FAMA,77VjuBo3CJbamC3gzaUzK9
Bachata,Prince Royce,Lao' a Lao',7FERDnffKGQKul3P32Sm37
Bachata,Romeo Santos,Estocolmo,297aftK2sB8BZl7UOFXWWR
Bachata,Aventura,Obsesion,65H6t1WQBim6q93yM8fEwn
Bachata,Juan Luis Guerra 4.40,Burbujas de Amor,0UoAcG1vxtFjes7rZz8Js0
Bachata,Monchy & Alexandra,Dos Locos,1zqs4qqfvaYHL6LBjW4NNA
Bachata,Manuel Turizo,Por un Pendejo no se llora,4VPl3WGYKxQG8EVis7uLDt
Bachata,Romeo Santos,Sobredosis (feat. Ozuna),1WbXIpiGBJkCiv3hn40iPB
Bachata,Romeo Santos,Better Late Than Never,6E16aoeOwaph7iNqiw38Mo
Bachata,Frank Reyes,Nade de Nada,1itsCwwxLuJj5IKTbkRmXv
Bachata,Romeo Santos,Odio (feat. Drake),1iLv1ieT9BZ3qsti9yTCnG
Bachata,Romeo Santos,Ay! San Miguel,2VvUmQa6de37Qx0RzylllH
Bachata,Prince Royce,I Want It That Way,7CSQp9T3JtkjQGPmpR1vTb
Bachata,Romeo Santos,La Diabla,252UPuQsncbBFhTrx4Ytcc
Bachata,Romeo Santos,La Amaré,03QdTRXs5i1hPP3frJNxTl
Bachata,Romeo Santos,Necio (feat. Carlos Santana),3DKWF8is9hzp84aSxnhlag
Bachata,Prince Royce,Morfina (feat. Paloma Mami),4PFTO7EacpZMyuTa5dZGml
Bachata,Prince Royce,How Deep Is Your Love,3ecNVtpbki6jYHlmHizHqE
Bachata,NATTI NATASHA,Escasez de Besos,2kEC8t2FoGrN5H9FxnNBJn
Bachata,Romeo Santos,Llévame Contigo,0uLwWjN1KFO678WNJcZDkw
Bachata,Romeo Santos,Cancioncitas de Amor,6bcdiJvYNX115yvbh3wASz
Bachata,Prince Royce,Darte un Beso,6cJLfIqwh0tCKRjYM3WpZ5
Bachata,Romeo Santos,Hilito,6CKlQHQIxhWtq7MnEJ6QCz
Bachata,Aventura,Volví,2vmfvSoZBFAt9hhRoEByLi
